Tempo_ms;ADC_Bruto;Forca_kg
168102;2478;0,00
168103;2481;0,00
168104;2469;0,00
168105;2479;0,00
168106;2474;0,00
168107;2474;0,00
168108;2473;0,00
168109;2478;0,00
168110;2478;0,00
168111;2480;0,00
168112;2483;0,00
168113;2480;0,00
168114;2478;0,00
168115;2475;0,00
168116;2478;0,00
168117;2474;0,00
168118;2479;0,00
168119;2469;0,00
168120;2475;0,00
168121;2469;0,00
168122;2473;0,00
168123;2478;0,00
168124;2479;0,00
168125;2479;0,00
168126;2478;0,00
168127;2482;0,00
168128;2475;0,00
168129;2480;0,00
168130;2475;0,00
168131;2476;0,00
168132;2475;0,00
168133;2475;0,00
168134;2475;0,00
168135;2479;0,00
168136;2477;0,00
168137;2470;0,00
168138;2470;0,00
168139;2471;0,00
168140;2479;0,00
168141;2485;0,05
168142;2475;0,00
168143;2475;0,00
168144;2477;0,00
168145;2470;0,00
168146;2482;0,00
168147;2474;0,00
168148;2475;0,00
168149;2479;0,00
168150;2480;0,00
168151;2476;0,00
168152;2475;0,00
168153;2474;0,00
168154;2477;0,00
168155;2474;0,00
168156;2480;0,00
168157;2480;0,00
168158;2473;0,00
168159;2475;0,00
168160;2474;0,00
168161;2475;0,00
168162;2477;0,00
168163;2480;0,00
168164;2480;0,00
168165;2474;0,00
168166;2477;0,00
168167;2480;0,00
168168;2478;0,00
168169;2475;0,00
168170;2475;0,00
168171;2481;0,00
168172;2477;0,00
168173;2480;0,00
168174;2473;0,00
168175;2478;0,00
168176;2478;0,00
168177;2471;0,00
168178;2479;0,00
168179;2480;0,00
168180;2478;0,00
168181;2474;0,00
168182;2470;0,00
168183;2479;0,00
168184;2476;0,00
168185;2479;0,00
168186;2475;0,00
168187;2476;0,00
168188;2475;0,00
168189;2477;0,00
168190;2479;0,00
168191;2480;0,00
168192;2473;0,00
168193;2473;0,00
168194;2479;0,00
168195;2480;0,00
168196;2476;0,00
168197;2480;0,00
168198;2475;0,00
168199;2482;0,00
168200;2474;0,00
168201;2474;0,00
168202;2480;0,00
168203;2479;0,00
168204;2480;0,00
168205;2480;0,00
168206;2469;0,00
168207;2480;0,00
168208;2480;0,00
168209;2475;0,00
168210;2474;0,00
168211;2476;0,00
168212;2473;0,00
168213;2475;0,00
168214;2477;0,00
168215;2477;0,00
168216;2480;0,00
168217;2480;0,00
168218;2478;0,00
168219;2470;0,00
168220;2479;0,00
168221;2474;0,00
168222;2477;0,00
168223;2477;0,00
168224;2476;0,00
168225;2475;0,00
168226;2471;0,00
168227;2469;0,00
168228;2478;0,00
168229;2475;0,00
168230;2477;0,00
168231;2475;0,00
168232;2478;0,00
168233;2480;0,00
168234;2475;0,00
168235;2470;0,00
168236;2477;0,00
168237;2481;0,00
168238;2479;0,00
168239;2477;0,00
168240;2467;0,00
168241;2475;0,00
168242;2478;0,00
168243;2474;0,00
168244;2477;0,00
168245;2471;0,00
168246;2478;0,00
168247;2479;0,00
168248;2478;0,00
168249;2480;0,00
168250;2474;0,00
168251;2479;0,00
168252;2477;0,00
168253;2470;0,00
168254;2480;0,00
168255;2474;0,00
168256;2479;0,00
168257;2477;0,00
168258;2479;0,00
168259;2470;0,00
168260;2480;0,00
168261;2478;0,00
168262;2475;0,00
168263;2478;0,00
168264;2479;0,00
168265;2479;0,00
168266;2469;0,00
168267;2470;0,00
168268;2480;0,00
168269;2474;0,00
168270;2475;0,00
168271;2474;0,00
168272;2471;0,00
168273;2480;0,00
168274;2480;0,00
168275;2480;0,00
168276;2477;0,00
168277;2473;0,00
168278;2477;0,00
168279;2480;0,00
168280;2479;0,00
168281;2477;0,00
168282;2473;0,00
168283;2480;0,00
168284;2482;0,00
168285;2480;0,00
168286;2474;0,00
168287;2478;0,00
168288;2476;0,00
168289;2480;0,00
168290;2474;0,00
168291;2477;0,00
168292;2470;0,00
168293;2477;0,00
168294;2481;0,00
168295;2469;0,00
168296;2477;0,00
168297;2471;0,00
168298;2478;0,00
168299;2475;0,00
168300;2477;0,00
168301;2474;0,00
168302;2472;0,00
168303;2477;0,00
168304;2480;0,00
168305;2470;0,00
168306;2477;0,00
168307;2479;0,00
168308;2477;0,00
168309;2475;0,00
168310;2479;0,00
168311;2479;0,00
168312;2475;0,00
168313;2478;0,00
168314;2477;0,00
168315;2478;0,00
168316;2480;0,00
168317;2478;0,00
168318;2480;0,00
168319;2475;0,00
168320;2479;0,00
168321;2472;0,00
168322;2477;0,00
168323;2474;0,00
168324;2478;0,00
168325;2469;0,00
168326;2471;0,00
168327;2474;0,00
168328;2485;0,05
168329;2478;0,00
168330;2477;0,00
168331;2479;0,00
168332;2475;0,00
168333;2479;0,00
168334;2474;0,00
168335;2479;0,00
168336;2473;0,00
168337;2478;0,00
168338;2475;0,00
168339;2474;0,00
168340;2478;0,00
168341;2471;0,00
168342;2471;0,00
168343;2477;0,00
168344;2477;0,00
168345;2482;0,00
168346;2479;0,00
168347;2474;0,00
168348;2480;0,00
168349;2475;0,00
168350;2479;0,00
168351;2475;0,00
168352;2478;0,00
168353;2476;0,00
168354;2477;0,00
168355;2478;0,00
168356;2477;0,00
168357;2471;0,00
168358;2481;0,00
168359;2477;0,00
168360;2471;0,00
168361;2479;0,00
168362;2476;0,00
168363;2480;0,00
168364;2477;0,00
168365;2479;0,00
168366;2475;0,00
168367;2479;0,00
168368;2479;0,00
168369;2477;0,00
168370;2480;0,00
168371;2480;0,00
168372;2476;0,00
168373;2478;0,00
168374;2475;0,00
168375;2480;0,00
168376;2471;0,00
168377;2473;0,00
168378;2479;0,00
168379;2477;0,00
168380;2480;0,00
168381;2480;0,00
168382;2471;0,00
168383;2478;0,00
168384;2479;0,00
168385;2479;0,00
168386;2476;0,00
168387;2474;0,00
168388;2480;0,00
168389;2470;0,00
168390;2478;0,00
168391;2478;0,00
168392;2474;0,00
168393;2480;0,00
168394;2466;0,00
168395;2473;0,00
168396;2483;0,00
168397;2476;0,00
168398;2477;0,00
168399;2478;0,00
168400;2473;0,00
168401;2477;0,00
168402;2471;0,00
168403;2478;0,00
168404;2478;0,00
168405;2477;0,00
168406;2479;0,00
168407;2477;0,00
168408;2477;0,00
168409;2477;0,00
