Tempo_ms;ADC_Bruto;Forca_kg
19807;4095;40,78
19808;4095;40,78
19809;4095;40,78
19810;4095;40,78
19811;4095;40,78
19812;4095;40,78
19813;4095;40,78
19814;4095;40,78
19815;4095;40,78
19816;4095;40,78
19817;4095;40,78
19818;4095;40,78
19819;4095;40,78
19820;4095;40,78
19821;4095;40,78
19822;4095;40,78
19823;4095;40,78
19824;4095;40,78
19825;4095;40,78
19826;4095;40,78
19827;4095;40,78
19828;4095;40,78
19829;4095;40,78
19830;4095;40,78
19831;4095;40,78
19832;4095;40,78
19833;4095;40,78
19834;4095;40,78
19835;4095;40,78
19836;4095;40,78
19837;4095;40,78
19838;4095;40,78
19839;4095;40,78
19840;4095;40,78
19841;4095;40,78
19842;4095;40,78
19843;4095;40,78
19844;4095;40,78
19845;4095;40,78
19846;4095;40,78
19847;4095;40,78
19848;4095;40,78
19849;4095;40,78
19850;4095;40,78
19851;4095;40,78
19852;4095;40,78
19853;4095;40,78
19854;4095;40,78
19855;4095;40,78
19856;4095;40,78
19857;4095;40,78
19858;4095;40,78
19859;4095;40,78
19860;4095;40,78
19861;4095;40,78
19862;4095;40,78
19863;4095;40,78
19864;4095;40,78
19865;4095;40,78
19866;4095;40,78
19867;4095;40,78
19868;4095;40,78
19869;4095;40,78
19870;4095;40,78
19871;4095;40,78
19872;4095;40,78
19873;4095;40,78
19874;4095;40,78
19875;4095;40,78
19876;4095;40,78
19877;4095;40,78
19878;4095;40,78
19879;4095;40,78
19880;4095;40,78
19881;4095;40,78
19882;4095;40,78
19883;4095;40,78
19884;4095;40,78
19885;4095;40,78
19886;4095;40,78
19887;4095;40,78
19888;4095;40,78
19889;4095;40,78
19890;4095;40,78
19891;4095;40,78
19892;4095;40,78
19893;4095;40,78
19894;4095;40,78
19895;4095;40,78
19896;4095;40,78
19897;4095;40,78
19898;4095;40,78
19899;4095;40,78
19900;4095;40,78
19901;4095;40,78
19902;4095;40,78
19903;4095;40,78
19904;4095;40,78
19905;4095;40,78
19906;4095;40,78
19907;4095;40,78
19908;4095;40,78
19909;4095;40,78
19910;4095;40,78
19911;4095;40,78
19912;4095;40,78
19913;4095;40,78
19914;4095;40,78
19915;4095;40,78
19916;4095;40,78
19917;4095;40,78
19918;4095;40,78
19919;4095;40,78
19920;4095;40,78
19921;4095;40,78
19922;4095;40,78
19923;4095;40,78
19924;4095;40,78
19925;4095;40,78
19926;4095;40,78
19927;4095;40,78
19928;4095;40,78
19929;4095;40,78
19930;4095;40,78
19931;4095;40,78
19932;4095;40,78
19933;4095;40,78
19934;4095;40,78
19935;4095;40,78
19936;4095;40,78
19937;4095;40,78
19938;4095;40,78
19939;4095;40,78
19940;4095;40,78
19941;4095;40,78
19942;4095;40,78
19943;4095;40,78
19944;4095;40,78
19945;4095;40,78
19946;4095;40,78
19947;4095;40,78
19948;4095;40,78
19949;4095;40,78
19950;4095;40,78
19951;4095;40,78
19952;4095;40,78
19953;4095;40,78
19954;4095;40,78
19955;4095;40,78
19956;4095;40,78
19957;4095;40,78
19958;4095;40,78
19959;4095;40,78
19960;4095;40,78
19961;4095;40,78
19962;4095;40,78
19963;4095;40,78
19964;4095;40,78
19965;4095;40,78
19966;4095;40,78
19967;4095;40,78
19968;4095;40,78
19969;4095;40,78
19970;4095;40,78
19971;4095;40,78
19972;4095;40,78
19973;4095;40,78
19974;4095;40,78
19975;4095;40,78
19976;4095;40,78
19977;4095;40,78
19978;4095;40,78
19979;4095;40,78
19980;4095;40,78
19981;4095;40,78
19982;4095;40,78
19983;4095;40,78
19984;4095;40,78
19985;4095;40,78
19986;4095;40,78
19987;4095;40,78
19988;4095;40,78
19989;4095;40,78
19990;4095;40,78
19991;4095;40,78
19992;4095;40,78
19993;4095;40,78
19994;4095;40,78
19995;4095;40,78
19996;4095;40,78
19997;4095;40,78
19998;4095;40,78
19999;4095;40,78
20000;4095;40,78
20001;4095;40,78
20002;4095;40,78
20003;4095;40,78
20004;4095;40,78
20005;4095;40,78
20006;4095;40,78
20007;4095;40,78
20008;4095;40,78
20009;4095;40,78
20010;4095;40,78
20011;4095;40,78
20012;4095;40,78
20013;4095;40,78
20014;4095;40,78
20015;4095;40,78
20016;4095;40,78
20017;4095;40,78
20018;4095;40,78
20019;4095;40,78
20020;4095;40,78
20021;4095;40,78
20022;4095;40,78
20023;4095;40,78
20024;4095;40,78
20025;4095;40,78
20026;4095;40,78
20027;4095;40,78
20028;4095;40,78
20029;4095;40,78
20030;4095;40,78
20031;4095;40,78
20032;4095;40,78
20033;4095;40,78
20034;4095;40,78
20035;4095;40,78
20036;4095;40,78
20037;4095;40,78
20038;4095;40,78
20039;4095;40,78
20040;4095;40,78
20041;4095;40,78
20042;4095;40,78
20043;4095;40,78
20044;4095;40,78
20045;4095;40,78
20046;4095;40,78
20047;4095;40,78
20048;4095;40,78
20049;4095;40,78
20050;4095;40,78
20051;4095;40,78
20052;4095;40,78
20053;4095;40,78
20054;4095;40,78
20055;4095;40,78
20056;4095;40,78
20057;4095;40,78
20058;4095;40,78
20059;4095;40,78
20060;4095;40,78
20061;4095;40,78
20062;4095;40,78
20063;4095;40,78
20064;4095;40,78
20065;4095;40,78
20066;4095;40,78
20067;4095;40,78
20068;4095;40,78
20069;4095;40,78
20070;4095;40,78
20071;4095;40,78
20072;4095;40,78
20073;4095;40,78
20074;4095;40,78
20075;4095;40,78
20076;4095;40,78
20077;4095;40,78
20078;4095;40,78
20079;4095;40,78
20080;4095;40,78
20081;4095;40,78
20082;4095;40,78
20083;4095;40,78
20084;4095;40,78
20085;4095;40,78
20086;4095;40,78
20087;4095;40,78
20088;4095;40,78
20089;4095;40,78
20090;4095;40,78
20091;4095;40,78
20092;4095;40,78
20093;4095;40,78
20094;4095;40,78
20095;4095;40,78
20096;4095;40,78
20097;4095;40,78
20098;4095;40,78
20099;4095;40,78
20100;4095;40,78
20101;4095;40,78
20102;4095;40,78
20103;4095;40,78
20104;4095;40,78
20105;4095;40,78
20106;4095;40,78
20107;4095;40,78
20108;4095;40,78
20109;4095;40,78
20110;4095;40,78
20111;4095;40,78
20112;4095;40,78
20113;4095;40,78
20114;4095;40,78
20115;4095;40,78
20116;4095;40,78
20117;4095;40,78
20118;4095;40,78
20119;4095;40,78
20120;4095;40,78
20121;4095;40,78
20122;4095;40,78
20123;4095;40,78
20124;4095;40,78
20125;4095;40,78
20126;4095;40,78
20127;4095;40,78
20128;4095;40,78
20129;4095;40,78
20130;4095;40,78
20131;4095;40,78
20132;4095;40,78
20133;4095;40,78
20134;4095;40,78
20135;4095;40,78
20136;4095;40,78
20137;4095;40,78
