Tempo_ms;ADC_Bruto;Forca_kg
16985;2480;0,00
16986;2474;0,00
16987;2480;0,00
16988;2475;0,00
16989;2483;0,00
16990;2477;0,00
16991;2480;0,00
16992;2478;0,00
16993;2474;0,00
16994;2471;0,00
16995;2469;0,00
16996;2476;0,00
16997;2478;0,00
16998;2477;0,00
16999;2474;0,00
17000;2480;0,00
17001;2479;0,00
17002;2477;0,00
17003;2470;0,00
17004;2477;0,00
17005;2474;0,00
17006;2475;0,00
17007;2473;0,00
17008;2474;0,00
17009;2476;0,00
17010;2480;0,00
17011;2478;0,00
17012;2475;0,00
17013;2475;0,00
17014;2474;0,00
17015;2478;0,00
17016;2471;0,00
17017;2480;0,00
17018;2467;0,00
17019;2473;0,00
17020;2470;0,00
17021;2478;0,00
17022;2474;0,00
17023;2482;0,00
17024;2471;0,00
17025;2480;0,00
17026;2478;0,00
17027;2469;0,00
17028;2480;0,00
17029;2473;0,00
17030;2474;0,00
17031;2475;0,00
17032;2487;0,10
17033;2473;0,00
17034;2471;0,00
17035;2470;0,00
17036;2479;0,00
17037;2475;0,00
17038;2475;0,00
17039;2477;0,00
17040;2480;0,00
17041;2474;0,00
17042;2480;0,00
17043;2477;0,00
17044;2473;0,00
17045;2475;0,00
17046;2474;0,00
17047;2470;0,00
17048;2473;0,00
17049;2476;0,00
17050;2470;0,00
17051;2469;0,00
17052;2475;0,00
17053;2477;0,00
17054;2474;0,00
17055;2477;0,00
17056;2466;0,00
17057;2471;0,00
17058;2474;0,00
17059;2474;0,00
17060;2471;0,00
17061;2476;0,00
17062;2481;0,00
17063;2471;0,00
17064;2469;0,00
17065;2479;0,00
17066;2475;0,00
17067;2483;0,00
17068;2480;0,00
17069;2480;0,00
17070;2475;0,00
17071;2476;0,00
17072;2481;0,00
17073;2475;0,00
17074;2473;0,00
17075;2474;0,00
17076;2482;0,00
17077;2478;0,00
17078;2480;0,00
17079;2471;0,00
17080;2471;0,00
17081;2480;0,00
17082;2474;0,00
17083;2474;0,00
17084;2478;0,00
17085;2471;0,00
17086;2475;0,00
17087;2478;0,00
17088;2479;0,00
17089;2480;0,00
17090;2477;0,00
17091;2467;0,00
17092;2473;0,00
17093;2479;0,00
17094;2477;0,00
17095;2474;0,00
17096;2477;0,00
17097;2471;0,00
17098;2470;0,00
17099;2471;0,00
17100;2475;0,00
17101;2473;0,00
17102;2466;0,00
17103;2477;0,00
17104;2470;0,00
