Tempo_ms;ADC_Bruto;Forca_kg
199795;2469;0,00
199796;2473;0,00
199797;2471;0,00
199798;2471;0,00
199799;2469;0,00
199800;2471;0,00
199801;2470;0,00
199802;2480;0,00
199803;2471;0,00
199804;2478;0,00
199805;2469;0,00
199806;2469;0,00
199807;2480;0,00
199808;2475;0,00
199809;2473;0,00
199810;2481;0,00
199811;2480;0,00
199812;2480;0,00
199813;2475;0,00
199814;2480;0,00
199815;2482;0,00
199816;2473;0,00
199817;2471;0,00
199818;2479;0,00
199819;2480;0,00
199820;2479;0,00
199821;2474;0,00
199822;2471;0,00
199823;2478;0,00
199824;2474;0,00
199825;2477;0,00
199826;2487;0,10
199827;2470;0,00
199828;2479;0,00
199829;2474;0,00
199830;2477;0,00
199831;2478;0,00
199832;2469;0,00
199833;2477;0,00
199834;2474;0,00
199835;2471;0,00
199836;2480;0,00
199837;2476;0,00
199838;2477;0,00
199839;2483;0,00
199840;2480;0,00
199841;2472;0,00
199842;2472;0,00
199843;2477;0,00
199844;2478;0,00
199845;2467;0,00
199846;2474;0,00
199847;2470;0,00
199848;2480;0,00
199849;2471;0,00
199850;2471;0,00
199851;2473;0,00
199852;2474;0,00
199853;2474;0,00
199854;2471;0,00
199855;2476;0,00
199856;2477;0,00
199857;2467;0,00
199858;2473;0,00
199859;2465;0,00
199860;2480;0,00
199861;2469;0,00
199862;2475;0,00
199863;2474;0,00
199864;2473;0,00
199865;2475;0,00
199866;2474;0,00
199867;2470;0,00
199868;2467;0,00
199869;2469;0,00
199870;2474;0,00
199871;2471;0,00
199872;2475;0,00
199873;2477;0,00
199874;2478;0,00
199875;2478;0,00
199876;2475;0,00
199877;2480;0,00
199878;2474;0,00
199879;2473;0,00
199880;2467;0,00
199881;2475;0,00
199882;2473;0,00
199883;2474;0,00
199884;2475;0,00
199885;2470;0,00
199886;2478;0,00
199887;2473;0,00
199888;2466;0,00
199889;2474;0,00
199890;2480;0,00
199891;2471;0,00
199892;2475;0,00
199893;2477;0,00
199894;2464;0,00
199895;2473;0,00
199896;2475;0,00
199897;2478;0,00
199898;2481;0,00
199899;2477;0,00
199900;2476;0,00
199901;2469;0,00
199902;2473;0,00
199903;2478;0,00
199904;2475;0,00
199905;2474;0,00
199906;2477;0,00
199907;2465;0,00
199908;2474;0,00
199909;2477;0,00
199910;2469;0,00
199911;2473;0,00
199912;2471;0,00
199913;2479;0,00
199914;2466;0,00
199915;2465;0,00
199916;2475;0,00
199917;2474;0,00
199918;2469;0,00
199919;2474;0,00
199920;2470;0,00
199921;2478;0,00
199922;2467;0,00
199923;2469;0,00
199924;2468;0,00
199925;2470;0,00
199926;2479;0,00
199927;2480;0,00
199928;2463;0,00
199929;2482;0,00
199930;2473;0,00
199931;2477;0,00
199932;2471;0,00
199933;2467;0,00
199934;2465;0,00
199935;2470;0,00
199936;2465;0,00
199937;2471;0,00
199938;2468;0,00
199939;2471;0,00
199940;2471;0,00
199941;2465;0,00
199942;2467;0,00
199943;2465;0,00
199944;2470;0,00
199945;2465;0,00
199946;2477;0,00
199947;2475;0,00
199948;2478;0,00
199949;2467;0,00
199950;2482;0,00
199951;2470;0,00
199952;2473;0,00
199953;2469;0,00
199954;2482;0,00
199955;2466;0,00
199956;2467;0,00
199957;2470;0,00
199958;2471;0,00
199959;2469;0,00
